#    L    TT             EE             TE             PP             TP          
  1413    0.78209E+03    0.14017E+02   -0.52293E+02    0.10527E+06    0.22634E+02
  1414    0.78288E+03    0.13850E+02   -0.51758E+02    0.10510E+06    0.23240E+02
  1415    0.78361E+03    0.13686E+02   -0.51215E+02    0.10494E+06    0.23862E+02
  1416    0.78434E+03    0.13524E+02   -0.50662E+02    0.10477E+06    0.24497E+02
  1417    0.78493E+03    0.13364E+02   -0.50101E+02    0.10461E+06    0.25145E+02
  1418    0.78552E+03    0.13206E+02   -0.49529E+02    0.10444E+06    0.25805E+02
  1419    0.78603E+03    0.13051E+02   -0.48949E+02    0.10428E+06    0.26478E+02
  1420    0.78656E+03    0.12899E+02   -0.48361E+02    0.10411E+06    0.27161E+02
  1421    0.78700E+03    0.12749E+02   -0.47764E+02    0.10395E+06    0.27854E+02
  1422    0.78746E+03    0.12602E+02   -0.47160E+02    0.10379E+06    0.28556E+02
  1423    0.78776E+03    0.12457E+02   -0.46547E+02    0.10362E+06    0.29268E+02
  1424    0.78815E+03    0.12315E+02   -0.45927E+02    0.10346E+06    0.29987E+02
  1425    0.78839E+03    0.12176E+02   -0.45300E+02    0.10330E+06    0.30714E+02
  1426    0.78855E+03    0.12040E+02   -0.44666E+02    0.10313E+06    0.31446E+02
  1427    0.78880E+03    0.11907E+02   -0.44025E+02    0.10297E+06    0.32185E+02
  1428    0.78889E+03    0.11776E+02   -0.43378E+02    0.10281E+06    0.32929E+02
  1429    0.78892E+03    0.11648E+02   -0.42723E+02    0.10265E+06    0.33677E+02
  1430    0.78895E+03    0.11523E+02   -0.42064E+02    0.10249E+06    0.34428E+02
  1431    0.78891E+03    0.11401E+02   -0.41397E+02    0.10232E+06    0.35182E+02
  1432    0.78879E+03    0.11282E+02   -0.40726E+02    0.10216E+06    0.35938E+02
  1433    0.78875E+03    0.11166E+02   -0.40049E+02    0.10200E+06    0.36695E+02
  1434    0.78857E+03    0.11054E+02   -0.39367E+02    0.10184E+06    0.37453E+02
  1435    0.78831E+03    0.10944E+02   -0.38681E+02    0.10168E+06    0.38211E+02
  1436    0.78806E+03    0.10837E+02   -0.37991E+02    0.10152E+06    0.38968E+02
  1437    0.78766E+03    0.10733E+02   -0.37296E+02    0.10136E+06    0.39723E+02
  1438    0.78726E+03    0.10632E+02   -0.36598E+02    0.10121E+06    0.40476E+02
  1439    0.78679E+03    0.10535E+02   -0.35894E+02    0.10105E+06    0.41225E+02
  1440    0.78632E+03    0.10441E+02   -0.35189E+02    0.10089E+06    0.41971E+02
  1441    0.78578E+03    0.10350E+02   -0.34481E+02    0.10073E+06    0.42712E+02
  1442    0.78517E+03    0.10262E+02   -0.33770E+02    0.10057E+06    0.43447E+02
  1443    0.78448E+03    0.10178E+02   -0.33054E+02    0.10042E+06    0.44177E+02
  1444    0.78380E+03    0.10097E+02   -0.32338E+02    0.10026E+06    0.44899E+02
  1445    0.78297E+03    0.10019E+02   -0.31620E+02    0.10010E+06    0.45614E+02
  1446    0.78221E+03    0.99442E+01   -0.30899E+02    0.99945E+05    0.46321E+02
  1447    0.78123E+03    0.98733E+01   -0.30175E+02    0.99788E+05    0.47018E+02
  1448    0.78033E+03    0.98060E+01   -0.29453E+02    0.99632E+05    0.47706E+02
  1449    0.77936E+03    0.97407E+01   -0.28728E+02    0.99477E+05    0.48383E+02
  1450    0.77832E+03    0.96798E+01   -0.28003E+02    0.99321E+05    0.49049E+02
  1451    0.77727E+03    0.96224E+01   -0.27278E+02    0.99166E+05    0.49703E+02
  1452    0.77608E+03    0.95678E+01   -0.26554E+02    0.99011E+05    0.50344E+02
  1453    0.77489E+03    0.95167E+01   -0.25828E+02    0.98857E+05    0.50971E+02
  1454    0.77370E+03    0.94693E+01   -0.25102E+02    0.98702E+05    0.51584E+02
  1455    0.77244E+03    0.94246E+01   -0.24378E+02    0.98548E+05    0.52182E+02
  1456    0.77110E+03    0.93843E+01   -0.23655E+02    0.98395E+05    0.52763E+02
  1457    0.76962E+03    0.93460E+01   -0.22933E+02    0.98241E+05    0.53327E+02
  1458    0.76821E+03    0.93121E+01   -0.22212E+02    0.98088E+05    0.53874E+02
  1459    0.76673E+03    0.92810E+01   -0.21492E+02    0.97935E+05    0.54402E+02
  1460    0.76517E+03    0.92543E+01   -0.20775E+02    0.97782E+05    0.54911E+02
  1461    0.76362E+03    0.92289E+01   -0.20061E+02    0.97630E+05    0.55400E+02
  1462    0.76199E+03    0.92079E+01   -0.19348E+02    0.97478E+05    0.55867E+02
  1463    0.76021E+03    0.91905E+01   -0.18638E+02    0.97326E+05    0.56313E+02
  1464    0.75851E+03    0.91759E+01   -0.17931E+02    0.97175E+05    0.56736E+02
  1465    0.75666E+03    0.91649E+01   -0.17228E+02    0.97024E+05    0.57136E+02
  1466    0.75489E+03    0.91576E+01   -0.16527E+02    0.96873E+05    0.57511E+02
  1467    0.75296E+03    0.91531E+01   -0.15831E+02    0.96722E+05    0.57862E+02
  1468    0.75104E+03    0.91523E+01   -0.15139E+02    0.96572E+05    0.58186E+02
  1469    0.74912E+03    0.91543E+01   -0.14451E+02    0.96422E+05    0.58484E+02
  1470    0.74697E+03    0.91592E+01   -0.13766E+02    0.96272E+05    0.58754E+02
  1471    0.74497E+03    0.91686E+01   -0.13088E+02    0.96122E+05    0.58996E+02
  1472    0.74290E+03    0.91808E+01   -0.12414E+02    0.95973E+05    0.59209E+02
  1473    0.74076E+03    0.91959E+01   -0.11746E+02    0.95824E+05    0.59392E+02
  1474    0.73846E+03    0.92139E+01   -0.11082E+02    0.95675E+05    0.59544E+02
  1475    0.73624E+03    0.92348E+01   -0.10424E+02    0.95527E+05    0.59664E+02
  1476    0.73394E+03    0.92594E+01   -0.97727E+01    0.95379E+05    0.59752E+02
  1477    0.73165E+03    0.92868E+01   -0.91266E+01    0.95231E+05    0.59807E+02
  1478    0.72928E+03    0.93173E+01   -0.84871E+01    0.95083E+05    0.59828E+02
  1479    0.72691E+03    0.93513E+01   -0.78545E+01    0.94936E+05    0.59814E+02
  1480    0.72446E+03    0.93883E+01   -0.72284E+01    0.94789E+05    0.59764E+02
  1481    0.72195E+03    0.94275E+01   -0.66091E+01    0.94642E+05    0.59678E+02
  1482    0.71944E+03    0.94704E+01   -0.59968E+01    0.94496E+05    0.59554E+02
  1483    0.71687E+03    0.95163E+01   -0.53920E+01    0.94349E+05    0.59393E+02
  1484    0.71429E+03    0.95643E+01   -0.47946E+01    0.94203E+05    0.59192E+02
  1485    0.71166E+03    0.96153E+01   -0.42050E+01    0.94057E+05    0.58952E+02
  1486    0.70898E+03    0.96699E+01   -0.36231E+01    0.93912E+05    0.58671E+02
  1487    0.70627E+03    0.97261E+01   -0.30493E+01    0.93767E+05    0.58349E+02
  1488    0.70354E+03    0.97859E+01   -0.24837E+01    0.93622E+05    0.57985E+02
  1489    0.70075E+03    0.98488E+01   -0.19265E+01    0.93477E+05    0.57578E+02
  1490    0.69793E+03    0.99131E+01   -0.13779E+01    0.93333E+05    0.57126E+02
  1491    0.69509E+03    0.99803E+01   -0.83804E+00    0.93188E+05    0.56631E+02
  1492    0.69222E+03    0.10051E+02   -0.30702E+00    0.93045E+05    0.56090E+02
  1493    0.68931E+03    0.10122E+02    0.21491E+00    0.92901E+05    0.55502E+02
  1494    0.68637E+03    0.10197E+02    0.72764E+00    0.92757E+05    0.54868E+02
  1495    0.68341E+03    0.10275E+02    0.12310E+01    0.92614E+05    0.54185E+02
  1496    0.68041E+03    0.10355E+02    0.17250E+01    0.92471E+05    0.53454E+02
  1497    0.67739E+03    0.10436E+02    0.22094E+01    0.92329E+05    0.52674E+02
  1498    0.67435E+03    0.10521E+02    0.26840E+01    0.92186E+05    0.51843E+02
  1499    0.67127E+03    0.10607E+02    0.31488E+01    0.92044E+05    0.50961E+02
  1500    0.66817E+03    0.10696E+02    0.36036E+01    0.91903E+05    0.50027E+02
  1501    0.66505E+03    0.10787E+02    0.40484E+01    0.91761E+05    0.49041E+02
  1502    0.66190E+03    0.10879E+02    0.44828E+01    0.91620E+05    0.48005E+02
  1503    0.65873E+03    0.10975E+02    0.49069E+01    0.91479E+05    0.46922E+02
  1504    0.65554E+03    0.11071E+02    0.53207E+01    0.91338E+05    0.45795E+02
  1505    0.65233E+03    0.11170E+02    0.57239E+01    0.91197E+05    0.44627E+02
  1506    0.64910E+03    0.11271E+02    0.61164E+01    0.91057E+05    0.43421E+02
  1507    0.64585E+03    0.11373E+02    0.64983E+01    0.90917E+05    0.42180E+02
  1508    0.64258E+03    0.11478E+02    0.68691E+01    0.90777E+05    0.40906E+02
  1509    0.63929E+03    0.11583E+02    0.72290E+01    0.90637E+05    0.39603E+02
  1510    0.63600E+03    0.11691E+02    0.75776E+01    0.90498E+05    0.38274E+02
  1511    0.63267E+03    0.11800E+02    0.79157E+01    0.90359E+05    0.36920E+02
  1512    0.62934E+03    0.11911E+02    0.82411E+01    0.90220E+05    0.35546E+02
  1513    0.62598E+03    0.12023E+02    0.85567E+01    0.90081E+05    0.34155E+02
  1514    0.62263E+03    0.12137E+02    0.88602E+01    0.89943E+05    0.32749E+02
  1515    0.61928E+03    0.12253E+02    0.91532E+01    0.89805E+05    0.31330E+02
  1516    0.61590E+03    0.12369E+02    0.94333E+01    0.89667E+05    0.29903E+02
  1517    0.61251E+03    0.12486E+02    0.97029E+01    0.89530E+05    0.28470E+02
  1518    0.60912E+03    0.12606E+02    0.99618E+01    0.89392E+05    0.27033E+02
  1519    0.60571E+03    0.12725E+02    0.10207E+02    0.89255E+05    0.25596E+02
  1520    0.60231E+03    0.12846E+02    0.10442E+02    0.89118E+05    0.24162E+02
  1521    0.59890E+03    0.12968E+02    0.10665E+02    0.88982E+05    0.22734E+02
  1522    0.59547E+03    0.13091E+02    0.10876E+02    0.88845E+05    0.21314E+02
  1523    0.59205E+03    0.13214E+02    0.11076E+02    0.88709E+05    0.19905E+02
  1524    0.58861E+03    0.13340E+02    0.11264E+02    0.88573E+05    0.18511E+02
  1525    0.58518E+03    0.13465E+02    0.11440E+02    0.88438E+05    0.17135E+02
  1526    0.58175E+03    0.13591E+02    0.11604E+02    0.88302E+05    0.15778E+02
  1527    0.57831E+03    0.13718E+02    0.11756E+02    0.88167E+05    0.14444E+02
  1528    0.57488E+03    0.13845E+02    0.11897E+02    0.88032E+05    0.13137E+02
  1529    0.57145E+03    0.13973E+02    0.12027E+02    0.87898E+05    0.11858E+02
  1530    0.56802E+03    0.14101E+02    0.12144E+02    0.87763E+05    0.10612E+02
  1531    0.56459E+03    0.14230E+02    0.12249E+02    0.87629E+05    0.94000E+01
  1532    0.56117E+03    0.14360E+02    0.12343E+02    0.87495E+05    0.82259E+01
  1533    0.55775E+03    0.14489E+02    0.12426E+02    0.87361E+05    0.70924E+01
  1534    0.55434E+03    0.14619E+02    0.12496E+02    0.87228E+05    0.60024E+01
  1535    0.55094E+03    0.14749E+02    0.12555E+02    0.87095E+05    0.49589E+01
  1536    0.54754E+03    0.14879E+02    0.12602E+02    0.86962E+05    0.39648E+01
  1537    0.54416E+03    0.15009E+02    0.12638E+02    0.86829E+05    0.30231E+01
  1538    0.54079E+03    0.15140E+02    0.12662E+02    0.86696E+05    0.21365E+01
  1539    0.53740E+03    0.15269E+02    0.12675E+02    0.86564E+05    0.13081E+01
  1540    0.53404E+03    0.15398E+02    0.12677E+02    0.86432E+05    0.54069E+00
  1541    0.53069E+03    0.15529E+02    0.12667E+02    0.86300E+05   -0.16270E+00
  1542    0.52735E+03    0.15658E+02    0.12646E+02    0.86168E+05   -0.79919E+00
  1543    0.52402E+03    0.15787E+02    0.12613E+02    0.86037E+05   -0.13659E+01
  1544    0.52071E+03    0.15916E+02    0.12570E+02    0.85906E+05   -0.18598E+01
  1545    0.51742E+03    0.16044E+02    0.12516E+02    0.85775E+05   -0.22781E+01
  1546    0.51413E+03    0.16171E+02    0.12450E+02    0.85644E+05   -0.26178E+01
  1547    0.51086E+03    0.16299E+02    0.12373E+02    0.85514E+05   -0.28760E+01
  1548    0.50761E+03    0.16426E+02    0.12286E+02    0.85384E+05   -0.30499E+01
  1549    0.50438E+03    0.16552E+02    0.12189E+02    0.85254E+05   -0.31364E+01
  1550    0.50118E+03    0.16677E+02    0.12080E+02    0.85124E+05   -0.31326E+01
  1551    0.49798E+03    0.16801E+02    0.11960E+02    0.84995E+05   -0.30369E+01
  1552    0.49481E+03    0.16925E+02    0.11831E+02    0.84865E+05   -0.28521E+01
  1553    0.49165E+03    0.17048E+02    0.11692E+02    0.84736E+05   -0.25825E+01
  1554    0.48852E+03    0.17171E+02    0.11542E+02    0.84607E+05   -0.22321E+01
  1555    0.48541E+03    0.17292E+02    0.11383E+02    0.84479E+05   -0.18051E+01
  1556    0.48232E+03    0.17411E+02    0.11213E+02    0.84350E+05   -0.13056E+01
  1557    0.47926E+03    0.17530E+02    0.11033E+02    0.84222E+05   -0.73787E+00
  1558    0.47622E+03    0.17649E+02    0.10845E+02    0.84094E+05   -0.10592E+00
  1559    0.47322E+03    0.17764E+02    0.10646E+02    0.83967E+05    0.58608E+00
  1560    0.47024E+03    0.17880E+02    0.10437E+02    0.83839E+05    0.13340E+01
  1561    0.46726E+03    0.17994E+02    0.10220E+02    0.83712E+05    0.21337E+01
  1562    0.46431E+03    0.18107E+02    0.99925E+01    0.83585E+05    0.29809E+01
  1563    0.46139E+03    0.18218E+02    0.97570E+01    0.83458E+05    0.38717E+01
  1564    0.45851E+03    0.18328E+02    0.95125E+01    0.83331E+05    0.48018E+01
  1565    0.45566E+03    0.18436E+02    0.92589E+01    0.83205E+05    0.57671E+01
  1566    0.45283E+03    0.18543E+02    0.89979E+01    0.83079E+05    0.67635E+01
  1567    0.45002E+03    0.18647E+02    0.87270E+01    0.82953E+05    0.77868E+01
  1568    0.44724E+03    0.18751E+02    0.84485E+01    0.82827E+05    0.88329E+01
  1569    0.44451E+03    0.18853E+02    0.81618E+01    0.82702E+05    0.98976E+01
  1570    0.44181E+03    0.18954E+02    0.78672E+01    0.82577E+05    0.10977E+02
  1571    0.43913E+03    0.19055E+02    0.75655E+01    0.82452E+05    0.12066E+02
  1572    0.43648E+03    0.19151E+02    0.72553E+01    0.82327E+05    0.13162E+02
  1573    0.43387E+03    0.19247E+02    0.69379E+01    0.82202E+05    0.14260E+02
  1574    0.43130E+03    0.19339E+02    0.66131E+01    0.82078E+05    0.15356E+02
  1575    0.42875E+03    0.19432E+02    0.62813E+01    0.81954E+05    0.16446E+02
  1576    0.42624E+03    0.19520E+02    0.59424E+01    0.81830E+05    0.17525E+02
  1577    0.42376E+03    0.19607E+02    0.55968E+01    0.81706E+05    0.18590E+02
  1578    0.42132E+03    0.19692E+02    0.52448E+01    0.81582E+05    0.19636E+02
  1579    0.41892E+03    0.19775E+02    0.48862E+01    0.81459E+05    0.20659E+02
  1580    0.41654E+03    0.19857E+02    0.45215E+01    0.81336E+05    0.21656E+02
  1581    0.41419E+03    0.19936E+02    0.41507E+01    0.81213E+05    0.22621E+02
  1582    0.41190E+03    0.20013E+02    0.37740E+01    0.81090E+05    0.23552E+02
  1583    0.40962E+03    0.20087E+02    0.33917E+01    0.80968E+05    0.24443E+02
  1584    0.40740E+03    0.20159E+02    0.30038E+01    0.80846E+05    0.25290E+02
  1585    0.40519E+03    0.20230E+02    0.26106E+01    0.80724E+05    0.26090E+02
  1586    0.40304E+03    0.20298E+02    0.22124E+01    0.80602E+05    0.26838E+02
  1587    0.40092E+03    0.20363E+02    0.18090E+01    0.80480E+05    0.27531E+02
  1588    0.39884E+03    0.20427E+02    0.14008E+01    0.80359E+05    0.28163E+02
  1589    0.39679E+03    0.20488E+02    0.98810E+00    0.80238E+05    0.28731E+02
  1590    0.39478E+03    0.20546E+02    0.57100E+00    0.80117E+05    0.29231E+02
  1591    0.39282E+03    0.20602E+02    0.14971E+00    0.79996E+05    0.29658E+02
  1592    0.39088E+03    0.20656E+02   -0.27551E+00    0.79876E+05    0.30009E+02
  1593    0.38899E+03    0.20707E+02   -0.70473E+00    0.79755E+05    0.30279E+02
  1594    0.38713E+03    0.20756E+02   -0.11375E+01    0.79635E+05    0.30464E+02
  1595    0.38531E+03    0.20803E+02   -0.15736E+01    0.79515E+05    0.30560E+02
  1596    0.38354E+03    0.20847E+02   -0.20129E+01    0.79396E+05    0.30564E+02
  1597    0.38180E+03    0.20888E+02   -0.24552E+01    0.79276E+05    0.30469E+02
  1598    0.38010E+03    0.20927E+02   -0.29003E+01    0.79157E+05    0.30274E+02
  1599    0.37843E+03    0.20963E+02   -0.33480E+01    0.79038E+05    0.29972E+02
  1600    0.37681E+03    0.20998E+02   -0.37982E+01    0.78919E+05    0.29562E+02
  1601    0.37523E+03    0.21029E+02   -0.42507E+01    0.78800E+05    0.29038E+02
  1602    0.37367E+03    0.21057E+02   -0.47050E+01    0.78682E+05    0.28406E+02
  1603    0.37217E+03    0.21083E+02   -0.51615E+01    0.78564E+05    0.27669E+02
  1604    0.37070E+03    0.21106E+02   -0.56199E+01    0.78446E+05    0.26832E+02
  1605    0.36928E+03    0.21127E+02   -0.60790E+01    0.78328E+05    0.25900E+02
  1606    0.36788E+03    0.21145E+02   -0.65402E+01    0.78210E+05    0.24878E+02
  1607    0.36653E+03    0.21161E+02   -0.70027E+01    0.78093E+05    0.23770E+02
  1608    0.36521E+03    0.21175E+02   -0.74649E+01    0.77976E+05    0.22581E+02
  1609    0.36394E+03    0.21185E+02   -0.79285E+01    0.77858E+05    0.21315E+02
  1610    0.36271E+03    0.21192E+02   -0.83926E+01    0.77742E+05    0.19977E+02
  1611    0.36151E+03    0.21198E+02   -0.88565E+01    0.77625E+05    0.18573E+02
  1612    0.36036E+03    0.21199E+02   -0.93209E+01    0.77509E+05    0.17106E+02
  1613    0.35923E+03    0.21199E+02   -0.97852E+01    0.77392E+05    0.15581E+02
  1614    0.35815E+03    0.21196E+02   -0.10249E+02    0.77276E+05    0.14003E+02
  1615    0.35711E+03    0.21191E+02   -0.10712E+02    0.77161E+05    0.12377E+02
  1616    0.35609E+03    0.21183E+02   -0.11175E+02    0.77045E+05    0.10707E+02
  1617    0.35512E+03    0.21172E+02   -0.11636E+02    0.76930E+05    0.89978E+01
  1618    0.35419E+03    0.21159E+02   -0.12096E+02    0.76814E+05    0.72545E+01
  1619    0.35328E+03    0.21142E+02   -0.12556E+02    0.76699E+05    0.54814E+01
  1620    0.35243E+03    0.21124E+02   -0.13013E+02    0.76585E+05    0.36832E+01
  1621    0.35161E+03    0.21102E+02   -0.13469E+02    0.76470E+05    0.18648E+01
  1622    0.35082E+03    0.21079E+02   -0.13924E+02    0.76356E+05    0.30598E-01
  1623    0.35006E+03    0.21052E+02   -0.14376E+02    0.76241E+05   -0.18146E+01
  1624    0.34935E+03    0.21024E+02   -0.14826E+02    0.76127E+05   -0.36661E+01
  1625    0.34868E+03    0.20992E+02   -0.15274E+02    0.76014E+05   -0.55192E+01
  1626    0.34803E+03    0.20958E+02   -0.15719E+02    0.75900E+05   -0.73693E+01
  1627    0.34741E+03    0.20921E+02   -0.16161E+02    0.75787E+05   -0.92118E+01
  1628    0.34684E+03    0.20882E+02   -0.16601E+02    0.75673E+05   -0.11042E+02
  1629    0.34629E+03    0.20841E+02   -0.17037E+02    0.75560E+05   -0.12855E+02
  1630    0.34579E+03    0.20797E+02   -0.17471E+02    0.75447E+05   -0.14646E+02
  1631    0.34530E+03    0.20750E+02   -0.17900E+02    0.75335E+05   -0.16411E+02
  1632    0.34486E+03    0.20700E+02   -0.18327E+02    0.75222E+05   -0.18145E+02
  1633    0.34445E+03    0.20649E+02   -0.18749E+02    0.75110E+05   -0.19843E+02
  1634    0.34409E+03    0.20595E+02   -0.19168E+02    0.74998E+05   -0.21501E+02
  1635    0.34374E+03    0.20540E+02   -0.19583E+02    0.74886E+05   -0.23113E+02
  1636    0.34343E+03    0.20480E+02   -0.19993E+02    0.74774E+05   -0.24676E+02
  1637    0.34315E+03    0.20419E+02   -0.20400E+02    0.74663E+05   -0.26185E+02
  1638    0.34289E+03    0.20356E+02   -0.20802E+02    0.74552E+05   -0.27634E+02
  1639    0.34268E+03    0.20291E+02   -0.21198E+02    0.74441E+05   -0.29019E+02
  1640    0.34249E+03    0.20223E+02   -0.21591E+02    0.74330E+05   -0.30336E+02
  1641    0.34233E+03    0.20152E+02   -0.21979E+02    0.74219E+05   -0.31580E+02
  1642    0.34220E+03    0.20080E+02   -0.22361E+02    0.74108E+05   -0.32746E+02
  1643    0.34209E+03    0.20007E+02   -0.22738E+02    0.73998E+05   -0.33830E+02
  1644    0.34201E+03    0.19929E+02   -0.23112E+02    0.73888E+05   -0.34827E+02
  1645    0.34196E+03    0.19850E+02   -0.23479E+02    0.73778E+05   -0.35731E+02
  1646    0.34193E+03    0.19769E+02   -0.23840E+02    0.73668E+05   -0.36539E+02
  1647    0.34193E+03    0.19686E+02   -0.24195E+02    0.73559E+05   -0.37246E+02
  1648    0.34197E+03    0.19601E+02   -0.24546E+02    0.73449E+05   -0.37847E+02
  1649    0.34202E+03    0.19515E+02   -0.24890E+02    0.73340E+05   -0.38338E+02
  1650    0.34210E+03    0.19425E+02   -0.25228E+02    0.73231E+05   -0.38713E+02
